"","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"1","Premier League","2019-08-09","Premier League (Matchweek 1)","Liverpool","4-3-3",4,1.8,"Grant Hanley (OG) · 7&rsquor; Mohamed Salah · 19&rsquor; Virgil van Dijk · 28&rsquor; Divock Origi · 42&rsquor;","0","0","Norwich City","4-2-3-1",1,0.9,"Teemu Pukki · 64&rsquor;","2","0","https://fbref.com/en/matches/928467bd/Liverpool-Norwich-City-August-9-2019-Premier-League","Liverpool","Home",990,3,3,0,0,15,7,0,0,627,21,14,11,1.8,1.8,1.6,25,5,410,528,77.7,54,383,32,15,11
"2","Premier League","2019-08-09","Premier League (Matchweek 1)","Liverpool","4-3-3",4,1.8,"Grant Hanley (OG) · 7&rsquor; Mohamed Salah · 19&rsquor; Virgil van Dijk · 28&rsquor; Divock Origi · 42&rsquor;","0","0","Norwich City","4-2-3-1",1,0.9,"Teemu Pukki · 64&rsquor;","2","0","https://fbref.com/en/matches/928467bd/Liverpool-Norwich-City-August-9-2019-Premier-League","Norwich City","Away",990,1,1,0,0,12,5,2,0,534,12,11,9,0.9,0.9,0.8,21,2,307,404,76,26,302,12,16,10
"3","Premier League","2019-08-10","Premier League (Matchweek 1)","West Ham United","4-2-3-1",0,1.1,"","2","0","Manchester City","4-3-3",5,3.2,"Gabriel Jesus · 25&rsquor; Raheem Sterling · 51&rsquor; Raheem Sterling · 75&rsquor; Sergio Agüero (P) · 86&rsquor; Raheem Sterling · 90+1&rsquor;","2","0","https://fbref.com/en/matches/71c8a43e/West-Ham-United-Manchester-City-August-10-2019-Premier-League","West Ham United","Home",990,0,0,0,0,5,3,2,0,523,18,9,7,1.1,1.1,0.4,9,0,350,445,78.7,27,309,10,12,8
"4","Premier League","2019-08-10","Premier League (Matchweek 1)","West Ham United","4-2-3-1",0,1.1,"","2","0","Manchester City","4-3-3",5,3.2,"Gabriel Jesus · 25&rsquor; Raheem Sterling · 51&rsquor; Raheem Sterling · 75&rsquor; Sergio Agüero (P) · 86&rsquor; Raheem Sterling · 90+1&rsquor;","2","0","https://fbref.com/en/matches/71c8a43e/West-Ham-United-Manchester-City-August-10-2019-Premier-League","Manchester City","Away",990,5,4,1,1,13,8,2,0,682,18,13,8,3.2,2.4,2.4,24,6,494,578,85.5,54,485,37,18,13
"5","Premier League","2019-08-10","Premier League (Matchweek 1)","Burnley","4-4-2",3,0.9,"Ashley Barnes · 63&rsquor; Ashley Barnes · 70&rsquor; Jóhann Berg Guðmundsson · 75&rsquor;","0","0","Southampton","3-4-3",0,1.2,"","0","0","https://fbref.com/en/matches/34b99058/Burnley-Southampton-August-10-2019-Premier-League","Burnley","Home",990,3,2,0,0,10,4,0,0,507,21,14,14,0.9,0.9,0.6,14,5,220,392,56.1,16,214,8,15,14
"6","Premier League","2019-08-10","Premier League (Matchweek 1)","Burnley","4-4-2",3,0.9,"Ashley Barnes · 63&rsquor; Ashley Barnes · 70&rsquor; Jóhann Berg Guðmundsson · 75&rsquor;","0","0","Southampton","3-4-3",0,1.2,"","0","0","https://fbref.com/en/matches/34b99058/Burnley-Southampton-August-10-2019-Premier-League","Southampton","Away",990,0,0,0,0,11,3,0,0,556,7,10,10,1.2,1.2,0.9,16,0,273,439,62.2,33,230,13,11,6
"7","Premier League","2019-08-10","Premier League (Matchweek 1)","Watford","4-2-2-2",0,0.7,"","0","0","Brighton & Hove Albion","3-4-3",3,0.8,"Abdoulaye Doucouré (OG) · 28&rsquor; Florin Andone · 65&rsquor; Neal Maupay · 77&rsquor;","1","0","https://fbref.com/en/matches/38111659/Watford-Brighton-and-Hove-Albion-August-10-2019-Premier-League","Watford","Home",990,0,0,0,0,11,3,0,0,562,12,12,11,0.7,0.7,0.4,19,0,349,456,76.5,40,325,15,15,9
"8","Premier League","2019-08-10","Premier League (Matchweek 1)","Watford","4-2-2-2",0,0.7,"","0","0","Brighton & Hove Albion","3-4-3",3,0.8,"Abdoulaye Doucouré (OG) · 28&rsquor; Florin Andone · 65&rsquor; Neal Maupay · 77&rsquor;","1","0","https://fbref.com/en/matches/38111659/Watford-Brighton-and-Hove-Albion-August-10-2019-Premier-League","Brighton & Hove Albion","Away",990,2,2,0,0,5,3,1,0,597,24,11,11,0.8,0.8,0.8,10,4,370,484,76.4,30,289,15,12,6
"9","Premier League","2019-08-10","Premier League (Matchweek 1)","Crystal Palace","4-4-2",0,0.9,"","2","0","Everton","4-2-3-1",0,1.1,"Morgan Schneiderlin · 76&rsquor;","4","1","https://fbref.com/en/matches/a802f51e/Crystal-Palace-Everton-August-10-2019-Premier-League","Crystal Palace","Home",990,0,0,0,0,6,2,2,0,427,21,10,16,0.9,0.9,0.9,11,0,179,318,56.3,23,160,13,12,8
"10","Premier League","2019-08-10","Premier League (Matchweek 1)","Crystal Palace","4-4-2",0,0.9,"","2","0","Everton","4-2-3-1",0,1.1,"Morgan Schneiderlin · 76&rsquor;","4","1","https://fbref.com/en/matches/a802f51e/Crystal-Palace-Everton-August-10-2019-Premier-League","Everton","Away",975,0,0,0,0,10,2,3,1,690,14,14,11,1.2,1.2,0.4,15,0,438,558,78.5,54,402,10,14,5
"11","Premier League","2019-08-10","Premier League (Matchweek 1)","Bournemouth","3-4-3",1,1.3,"Chris Mepham · 62&rsquor;","2","0","Sheffield United","3-5-2",1,1.3,"Billy Sharp · 88&rsquor;","1","0","https://fbref.com/en/matches/d402cacd/Bournemouth-Sheffield-United-August-10-2019-Premier-League","Bournemouth","Home",990,1,0,0,0,13,3,2,0,633,18,13,6,1.8,1.8,1.1,22,1,411,532,77.3,38,433,14,17,8
"12","Premier League","2019-08-10","Premier League (Matchweek 1)","Bournemouth","3-4-3",1,1.3,"Chris Mepham · 62&rsquor;","2","0","Sheffield United","3-5-2",1,1.3,"Billy Sharp · 88&rsquor;","1","0","https://fbref.com/en/matches/d402cacd/Bournemouth-Sheffield-United-August-10-2019-Premier-League","Sheffield United","Away",990,1,0,0,0,8,3,1,0,584,14,14,14,1.4,1.4,0.5,12,1,362,476,76.1,30,252,5,15,6
"13","Premier League","2019-08-10","Premier League (Matchweek 1)","Tottenham Hotspur","4-3-1-2",3,2.4,"Tanguy Ndombele · 73&rsquor; Harry Kane · 86&rsquor; Harry Kane · 90&rsquor;","1","0","Aston Villa","4-1-4-1",1,0.7,"John McGinn · 9&rsquor;","0","0","https://fbref.com/en/matches/404ee5d3/Tottenham-Hotspur-Aston-Villa-August-10-2019-Premier-League","Tottenham Hotspur","Home",990,3,2,0,0,31,6,1,0,749,17,5,9,2.5,2.5,1.5,47,5,556,651,85.4,71,540,45,25,11
"14","Premier League","2019-08-10","Premier League (Matchweek 1)","Tottenham Hotspur","4-3-1-2",3,2.4,"Tanguy Ndombele · 73&rsquor; Harry Kane · 86&rsquor; Harry Kane · 90&rsquor;","1","0","Aston Villa","4-1-4-1",1,0.7,"John McGinn · 9&rsquor;","0","0","https://fbref.com/en/matches/404ee5d3/Tottenham-Hotspur-Aston-Villa-August-10-2019-Premier-League","Aston Villa","Away",990,1,1,0,0,7,4,0,0,422,29,9,18,0.7,0.7,0.7,9,2,214,277,77.3,17,183,6,8,4
"15","Premier League","2019-08-11","Premier League (Matchweek 1)","Newcastle United","3-5-2",0,0.4,"","1","0","Arsenal","4-2-3-1",1,1.1,"Pierre-Emerick Aubameyang · 58&rsquor;","3","0","https://fbref.com/en/matches/1405a610/Newcastle-United-Arsenal-August-11-2019-Premier-League","Newcastle United","Home",990,0,0,0,0,9,2,1,0,548,26,20,9,0.4,0.4,0.3,18,0,312,418,74.6,29,225,13,18,11
"16","Premier League","2019-08-11","Premier League (Matchweek 1)","Newcastle United","3-5-2",0,0.4,"","1","0","Arsenal","4-2-3-1",1,1.1,"Pierre-Emerick Aubameyang · 58&rsquor;","3","0","https://fbref.com/en/matches/1405a610/Newcastle-United-Arsenal-August-11-2019-Premier-League","Arsenal","Away",990,1,1,0,0,8,2,3,0,771,11,6,8,1.1,1.1,1.1,15,2,565,672,84.1,49,454,20,25,12
"17","Premier League","2019-08-11","Premier League (Matchweek 1)","Leicester City","4-1-4-1",0,0.7,"","0","0","Wolverhampton Wanderers","3-5-2",0,0.7,"","2","0","https://fbref.com/en/matches/bf4afd61/Leicester-City-Wolverhampton-Wanderers-August-11-2019-Premier-League","Leicester City","Home",990,0,0,0,0,16,1,0,0,834,20,7,10,0.7,0.7,0.6,29,0,593,720,82.4,59,543,26,28,16
"18","Premier League","2019-08-11","Premier League (Matchweek 1)","Leicester City","4-1-4-1",0,0.7,"","0","0","Wolverhampton Wanderers","3-5-2",0,0.7,"","2","0","https://fbref.com/en/matches/bf4afd61/Leicester-City-Wolverhampton-Wanderers-August-11-2019-Premier-League","Wolverhampton Wanderers","Away",990,0,0,0,0,8,2,2,0,482,19,9,18,0.7,0.7,0.7,14,0,230,331,69.5,14,194,16,20,12
"19","Premier League","2019-08-11","Premier League (Matchweek 1)","Manchester United","4-2-3-1",4,2.2,"Marcus Rashford (P) · 18&rsquor; Anthony Martial · 65&rsquor; Marcus Rashford · 67&rsquor; Daniel James · 81&rsquor;","3","0","Chelsea","4-2-3-1",0,1,"","4","0","https://fbref.com/en/matches/d0583d0d/Manchester-United-Chelsea-August-11-2019-Premier-League","Manchester United","Home",990,4,3,1,1,10,4,3,0,597,16,12,14,2.2,1.4,1.3,19,7,386,486,79.4,31,313,23,20,14
"20","Premier League","2019-08-11","Premier League (Matchweek 1)","Manchester United","4-2-3-1",4,2.2,"Marcus Rashford (P) · 18&rsquor; Anthony Martial · 65&rsquor; Marcus Rashford · 67&rsquor; Daniel James · 81&rsquor;","3","0","Chelsea","4-2-3-1",0,1,"","4","0","https://fbref.com/en/matches/d0583d0d/Manchester-United-Chelsea-August-11-2019-Premier-League","Chelsea","Away",990,0,0,0,0,18,7,4,0,687,21,15,16,1,1,0.8,34,0,469,567,82.7,43,406,27,24,13
"21","Premier League","2019-08-17","Premier League (Matchweek 2)","Arsenal","4-2-3-1",2,0.8,"Alexandre Lacazette · 13&rsquor; Pierre-Emerick Aubameyang · 64&rsquor;","2","0","Burnley","4-4-2",1,1.5,"Ashley Barnes · 43&rsquor;","1","0","https://fbref.com/en/matches/ff7eda21/Arsenal-Burnley-August-17-2019-Premier-League","Arsenal","Home",990,2,2,0,0,15,9,2,0,693,12,9,8,0.8,0.8,0.8,27,3,474,580,81.7,34,423,32,20,14
"22","Premier League","2019-08-17","Premier League (Matchweek 2)","Arsenal","4-2-3-1",2,0.8,"Alexandre Lacazette · 13&rsquor; Pierre-Emerick Aubameyang · 64&rsquor;","2","0","Burnley","4-4-2",1,1.5,"Ashley Barnes · 43&rsquor;","1","0","https://fbref.com/en/matches/ff7eda21/Arsenal-Burnley-August-17-2019-Premier-League","Burnley","Away",990,1,0,0,0,18,4,1,0,410,16,6,9,1.5,1.5,0.9,30,1,178,282,63.1,16,158,12,10,4
"23","Premier League","2019-08-17","Premier League (Matchweek 2)","Norwich City","4-2-3-1",3,1.7,"Teemu Pukki · 32&rsquor; Teemu Pukki · 63&rsquor; Teemu Pukki · 75&rsquor;","1","0","Newcastle United","3-5-2",1,0.9,"Jonjo Shelvey · 90+3&rsquor;","3","0","https://fbref.com/en/matches/3ea63f4b/Norwich-City-Newcastle-United-August-17-2019-Premier-League","Norwich City","Home",990,3,2,0,0,15,8,1,0,746,14,5,6,1.7,1.7,1.7,29,6,553,640,86.4,28,520,25,15,11
"24","Premier League","2019-08-17","Premier League (Matchweek 2)","Norwich City","4-2-3-1",3,1.7,"Teemu Pukki · 32&rsquor; Teemu Pukki · 63&rsquor; Teemu Pukki · 75&rsquor;","1","0","Newcastle United","3-5-2",1,0.9,"Jonjo Shelvey · 90+3&rsquor;","3","0","https://fbref.com/en/matches/3ea63f4b/Norwich-City-Newcastle-United-August-17-2019-Premier-League","Newcastle United","Away",990,1,1,0,0,12,4,3,0,480,14,11,17,1,1,0.8,23,2,293,376,77.9,27,258,11,13,7
"25","Premier League","2019-08-17","Premier League (Matchweek 2)","Aston Villa","4-3-3",1,2,"Douglas Luiz · 71&rsquor;","0","0","Bournemouth","4-4-1-1",2,1.6,"Joshua King (P) · 2&rsquor; Harry Wilson · 12&rsquor;","2","0","https://fbref.com/en/matches/7ad0ed82/Aston-Villa-Bournemouth-August-17-2019-Premier-League","Aston Villa","Home",990,1,1,0,0,21,7,0,0,649,7,9,9,2,2,1.8,41,2,439,555,79.1,54,369,27,10,9
"26","Premier League","2019-08-17","Premier League (Matchweek 2)","Aston Villa","4-3-3",1,2,"Douglas Luiz · 71&rsquor;","0","0","Bournemouth","4-4-1-1",2,1.6,"Joshua King (P) · 2&rsquor; Harry Wilson · 12&rsquor;","2","0","https://fbref.com/en/matches/7ad0ed82/Aston-Villa-Bournemouth-August-17-2019-Premier-League","Bournemouth","Away",990,2,0,1,1,11,3,2,0,441,15,11,16,1.6,0.9,0.8,21,2,229,328,69.8,23,267,17,5,3
"27","Premier League","2019-08-17","Premier League (Matchweek 2)","Brighton & Hove Albion","3-4-3",1,2,"Leandro Trossard · 65&rsquor;","0","0","West Ham United","4-1-4-1",1,0.8,"Javier Hernández · 61&rsquor;","2","0","https://fbref.com/en/matches/894d0ca5/Brighton-and-Hove-Albion-West-Ham-United-August-17-2019-Premier-League","Brighton & Hove Albion","Home",990,1,0,0,0,16,4,0,0,683,20,12,11,2,2,1.9,27,2,439,560,78.4,37,334,21,16,6
"28","Premier League","2019-08-17","Premier League (Matchweek 2)","Brighton & Hove Albion","3-4-3",1,2,"Leandro Trossard · 65&rsquor;","0","0","West Ham United","4-1-4-1",1,0.8,"Javier Hernández · 61&rsquor;","2","0","https://fbref.com/en/matches/894d0ca5/Brighton-and-Hove-Albion-West-Ham-United-August-17-2019-Premier-League","West Ham United","Away",990,1,1,0,0,8,3,2,0,533,22,15,11,0.8,0.8,0.8,12,2,293,418,70.1,25,289,21,23,19
"29","Premier League","2019-08-17","Premier League (Matchweek 2)","Southampton","3-5-2",1,1.9,"Danny Ings · 83&rsquor;","2","0","Liverpool","4-3-3",2,1.3,"Sadio Mané · 45+1&rsquor; Roberto Firmino · 71&rsquor;","1","0","https://fbref.com/en/matches/b2a48847/Southampton-Liverpool-August-17-2019-Premier-League","Southampton","Home",990,1,0,0,0,14,3,2,0,475,15,10,15,1.9,1.9,1.6,18,0,220,348,63.2,24,196,10,11,10
"30","Premier League","2019-08-17","Premier League (Matchweek 2)","Southampton","3-5-2",1,1.9,"Danny Ings · 83&rsquor;","2","0","Liverpool","4-3-3",2,1.3,"Sadio Mané · 45+1&rsquor; Roberto Firmino · 71&rsquor;","1","0","https://fbref.com/en/matches/b2a48847/Southampton-Liverpool-August-17-2019-Premier-League","Liverpool","Away",990,2,2,0,0,15,6,1,0,707,7,10,9,1.3,1.3,1.2,26,4,450,590,76.3,36,443,24,18,10
"31","Premier League","2019-08-17","Premier League (Matchweek 2)","Everton","4-2-3-1",1,0.7,"Bernard · 10&rsquor;","2","0","Watford","4-2-2-2",0,1.2,"","3","0","https://fbref.com/en/matches/f35c8c3a/Everton-Watford-August-17-2019-Premier-League","Everton","Home",990,1,1,0,0,12,2,2,0,483,20,6,7,0.7,0.7,0.5,21,1,235,354,66.4,25,256,12,29,19
"32","Premier League","2019-08-17","Premier League (Matchweek 2)","Everton","4-2-3-1",1,0.7,"Bernard · 10&rsquor;","2","0","Watford","4-2-2-2",0,1.2,"","3","0","https://fbref.com/en/matches/f35c8c3a/Everton-Watford-August-17-2019-Premier-League","Watford","Away",990,0,0,0,0,8,2,3,0,574,34,9,16,1.2,1.2,0.9,15,0,318,449,70.8,37,293,16,17,8
"33","Premier League","2019-08-17","Premier League (Matchweek 2)","Manchester City","4-2-3-1",2,2.9,"Raheem Sterling · 20&rsquor; Sergio Agüero · 35&rsquor;","1","0","Tottenham Hotspur","4-2-3-1",2,0.1,"Érik Lamela · 23&rsquor; Lucas Moura · 56&rsquor;","0","0","https://fbref.com/en/matches/a4ba771e/Manchester-City-Tottenham-Hotspur-August-17-2019-Premier-League","Manchester City","Home",990,2,2,0,0,30,10,1,0,778,15,10,12,3,3,2.3,53,4,574,661,86.8,75,554,35,17,9
"34","Premier League","2019-08-17","Premier League (Matchweek 2)","Manchester City","4-2-3-1",2,2.9,"Raheem Sterling · 20&rsquor; Sergio Agüero · 35&rsquor;","1","0","Tottenham Hotspur","4-2-3-1",2,0.1,"Érik Lamela · 23&rsquor; Lucas Moura · 56&rsquor;","0","0","https://fbref.com/en/matches/a4ba771e/Manchester-City-Tottenham-Hotspur-August-17-2019-Premier-League","Tottenham Hotspur","Away",990,2,2,0,0,3,2,0,0,649,17,6,22,0.1,0.1,0.1,6,4,449,539,83.3,12,297,10,20,15
"35","Premier League","2019-08-18","Premier League (Matchweek 2)","Sheffield United","3-5-2",1,2.2,"John Lundstram · 47&rsquor;","3","0","Crystal Palace","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/7ca12d31/Sheffield-United-Crystal-Palace-August-18-2019-Premier-League","Sheffield United","Home",990,1,0,0,0,15,3,3,0,569,20,14,12,2.2,2.2,1.5,24,2,308,411,74.9,38,244,12,20,9
"36","Premier League","2019-08-18","Premier League (Matchweek 2)","Sheffield United","3-5-2",1,2.2,"John Lundstram · 47&rsquor;","3","0","Crystal Palace","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/7ca12d31/Sheffield-United-Crystal-Palace-August-18-2019-Premier-League","Crystal Palace","Away",990,0,0,0,0,6,4,1,0,671,21,13,14,0.3,0.3,0.2,10,0,430,550,78.2,47,343,7,20,10
"37","Premier League","2019-08-18","Premier League (Matchweek 2)","Chelsea","4-3-3",1,1.1,"Mason Mount · 7&rsquor;","1","0","Leicester City","4-1-4-1",1,0.8,"Wilfred Ndidi · 67&rsquor;","0","0","https://fbref.com/en/matches/aebf58b9/Chelsea-Leicester-City-August-18-2019-Premier-League","Chelsea","Home",990,1,0,0,0,14,5,1,0,636,25,10,14,1.1,1.1,0.9,26,0,388,507,76.5,35,358,22,19,10
"38","Premier League","2019-08-18","Premier League (Matchweek 2)","Chelsea","4-3-3",1,1.1,"Mason Mount · 7&rsquor;","1","0","Leicester City","4-1-4-1",1,0.8,"Wilfred Ndidi · 67&rsquor;","0","0","https://fbref.com/en/matches/aebf58b9/Chelsea-Leicester-City-August-18-2019-Premier-League","Leicester City","Away",990,1,1,0,0,12,3,0,0,640,29,15,18,0.8,0.8,0.4,17,2,377,500,75.4,38,344,12,23,13
"39","Premier League","2019-08-19","Premier League (Matchweek 2)","Wolverhampton Wanderers","3-5-2",1,0.3,"Rúben Neves · 55&rsquor;","2","0","Manchester United","4-2-3-1",1,1.2,"Anthony Martial · 27&rsquor;","2","0","https://fbref.com/en/matches/d8a7f871/Wolverhampton-Wanderers-Manchester-United-August-19-2019-Premier-League","Wolverhampton Wanderers","Home",990,1,1,0,0,6,2,2,0,489,17,14,11,0.3,0.3,0.2,10,2,279,385,72.5,31,217,15,21,9
"40","Premier League","2019-08-19","Premier League (Matchweek 2)","Wolverhampton Wanderers","3-5-2",1,0.3,"Rúben Neves · 55&rsquor;","2","0","Manchester United","4-2-3-1",1,1.2,"Anthony Martial · 27&rsquor;","2","0","https://fbref.com/en/matches/d8a7f871/Wolverhampton-Wanderers-Manchester-United-August-19-2019-Premier-League","Manchester United","Away",990,1,1,0,1,8,1,2,0,807,23,5,5,1.2,0.4,0.2,18,2,606,711,85.2,41,429,23,15,7
"41","Premier League","2019-08-23","Premier League (Matchweek 3)","Aston Villa","4-1-4-1",2,1,"Wesley Moraes · 21&rsquor; Anwar El Ghazi · 90+5&rsquor;","2","0","Everton","4-2-3-1",0,1.3,"","3","0","https://fbref.com/en/matches/3e805eff/Aston-Villa-Everton-August-23-2019-Premier-League","Aston Villa","Home",990,2,2,0,0,7,3,2,0,462,12,13,13,1,1,1,13,4,236,339,69.6,26,195,19,17,11
"42","Premier League","2019-08-23","Premier League (Matchweek 3)","Aston Villa","4-1-4-1",2,1,"Wesley Moraes · 21&rsquor; Anwar El Ghazi · 90+5&rsquor;","2","0","Everton","4-2-3-1",0,1.3,"","3","0","https://fbref.com/en/matches/3e805eff/Aston-Villa-Everton-August-23-2019-Premier-League","Everton","Away",990,0,0,0,0,12,1,3,0,692,16,5,6,1.3,1.3,1.2,23,0,472,602,78.4,64,449,16,15,13
"43","Premier League","2019-08-24","Premier League (Matchweek 3)","Norwich City","4-2-3-1",2,1.1,"Todd Cantwell · 6&rsquor; Teemu Pukki · 30&rsquor;","1","0","Chelsea","4-3-3",3,1.5,"Tammy Abraham · 3&rsquor; Mason Mount · 17&rsquor; Tammy Abraham · 68&rsquor;","1","0","https://fbref.com/en/matches/4f4fd2d8/Norwich-City-Chelsea-August-24-2019-Premier-League","Norwich City","Home",990,2,2,0,0,6,5,1,0,649,16,11,25,1.1,1.1,1,11,4,417,515,81,28,382,10,20,5
"44","Premier League","2019-08-24","Premier League (Matchweek 3)","Norwich City","4-2-3-1",2,1.1,"Todd Cantwell · 6&rsquor; Teemu Pukki · 30&rsquor;","1","0","Chelsea","4-3-3",3,1.5,"Tammy Abraham · 3&rsquor; Mason Mount · 17&rsquor; Tammy Abraham · 68&rsquor;","1","0","https://fbref.com/en/matches/4f4fd2d8/Norwich-City-Chelsea-August-24-2019-Premier-League","Chelsea","Away",990,3,3,0,0,23,8,1,0,714,26,11,7,1.5,1.5,1.3,45,6,488,593,82.3,52,457,28,24,21
"45","Premier League","2019-08-24","Premier League (Matchweek 3)","Sheffield United","3-5-2",1,0.3,"Oliver McBurnie · 62&rsquor;","1","0","Leicester City","4-3-3",2,0.8,"Jamie Vardy · 38&rsquor; Harvey Barnes · 70&rsquor;","0","0","https://fbref.com/en/matches/48fcf75b/Sheffield-United-Leicester-City-August-24-2019-Premier-League","Sheffield United","Home",990,1,1,0,0,7,2,1,0,585,16,15,7,0.3,0.3,0.2,13,2,352,486,72.4,45,263,19,14,11
"46","Premier League","2019-08-24","Premier League (Matchweek 3)","Sheffield United","3-5-2",1,0.3,"Oliver McBurnie · 62&rsquor;","1","0","Leicester City","4-3-3",2,0.8,"Jamie Vardy · 38&rsquor; Harvey Barnes · 70&rsquor;","0","0","https://fbref.com/en/matches/48fcf75b/Sheffield-United-Leicester-City-August-24-2019-Premier-League","Leicester City","Away",990,2,2,0,0,10,2,0,0,634,13,11,13,0.8,0.8,0.6,19,4,398,509,78.2,24,364,17,15,9
"47","Premier League","2019-08-24","Premier League (Matchweek 3)","Manchester United","4-2-3-1",1,2.5,"Daniel James · 89&rsquor;","2","0","Crystal Palace","4-5-1",2,1.1,"Jordan Ayew · 32&rsquor; Patrick van Aanholt · 90+3&rsquor;","4","0","https://fbref.com/en/matches/7c1c4078/Manchester-United-Crystal-Palace-August-24-2019-Premier-League","Manchester United","Home",990,1,1,0,1,21,3,2,0,700,9,6,5,2.5,1.7,1,38,2,512,613,83.5,60,421,32,16,7
"48","Premier League","2019-08-24","Premier League (Matchweek 3)","Manchester United","4-2-3-1",1,2.5,"Daniel James · 89&rsquor;","2","0","Crystal Palace","4-5-1",2,1.1,"Jordan Ayew · 32&rsquor; Patrick van Aanholt · 90+3&rsquor;","4","0","https://fbref.com/en/matches/7c1c4078/Manchester-United-Crystal-Palace-August-24-2019-Premier-League","Crystal Palace","Away",990,2,1,0,0,5,3,4,0,379,25,16,15,1.1,1.1,0.3,9,4,151,253,59.7,13,126,13,12,9
"49","Premier League","2019-08-24","Premier League (Matchweek 3)","Watford","4-1-2-1-2",1,2.3,"Andre Gray · 17&rsquor;","1","0","West Ham United","4-2-3-1",3,3.5,"Mark Noble (P) · 3&rsquor; Sébastien Haller · 64&rsquor; Sébastien Haller · 73&rsquor;","1","0","https://fbref.com/en/matches/89fbf2a3/Watford-West-Ham-United-August-24-2019-Premier-League","Watford","Home",990,1,1,0,0,23,3,1,0,627,17,11,11,2.3,2.3,2.3,45,2,419,516,81.2,70,403,27,13,8
"50","Premier League","2019-08-24","Premier League (Matchweek 3)","Watford","4-1-2-1-2",1,2.3,"Andre Gray · 17&rsquor;","1","0","West Ham United","4-2-3-1",3,3.5,"Mark Noble (P) · 3&rsquor; Sébastien Haller · 64&rsquor; Sébastien Haller · 73&rsquor;","1","0","https://fbref.com/en/matches/89fbf2a3/Watford-West-Ham-United-August-24-2019-Premier-League","West Ham United","Away",990,3,1,1,1,15,9,1,0,547,17,11,16,3.8,3.1,2.3,31,5,337,429,78.6,39,308,26,15,10
"51","Premier League","2019-08-24","Premier League (Matchweek 3)","Brighton & Hove Albion","3-4-3",0,0.8,"Florin Andone · 30&rsquor;","1","1","Southampton","4-2-2-2",2,1.7,"Moussa Djenepo · 55&rsquor; Nathan Redmond · 90+1&rsquor;","3","0","https://fbref.com/en/matches/baece203/Brighton-and-Hove-Albion-Southampton-August-24-2019-Premier-League","Brighton & Hove Albion","Home",929,0,0,0,0,12,3,1,1,560,16,15,7,0.8,0.8,0.8,21,0,329,450,73.1,40,274,22,20,11
"52","Premier League","2019-08-24","Premier League (Matchweek 3)","Brighton & Hove Albion","3-4-3",0,0.8,"Florin Andone · 30&rsquor;","1","1","Southampton","4-2-2-2",2,1.7,"Moussa Djenepo · 55&rsquor; Nathan Redmond · 90+1&rsquor;","3","0","https://fbref.com/en/matches/baece203/Brighton-and-Hove-Albion-Southampton-August-24-2019-Premier-League","Southampton","Away",990,2,2,0,0,12,4,3,0,544,19,4,15,2.1,2.1,2,21,4,318,429,74.1,31,261,27,16,11
"53","Premier League","2019-08-24","Premier League (Matchweek 3)","Liverpool","4-3-3",3,2.5,"Joël Matip · 41&rsquor; Mohamed Salah (P) · 49&rsquor; Mohamed Salah · 58&rsquor;","1","0","Arsenal","4-3-1-2",1,1,"Lucas Torreira · 85&rsquor;","1","0","https://fbref.com/en/matches/102b241e/Liverpool-Arsenal-August-24-2019-Premier-League","Liverpool","Home",990,3,2,1,1,24,4,1,0,714,25,9,7,2.5,1.7,1.5,46,6,502,604,83.1,64,494,38,15,9
"54","Premier League","2019-08-24","Premier League (Matchweek 3)","Liverpool","4-3-3",3,2.5,"Joël Matip · 41&rsquor; Mohamed Salah (P) · 49&rsquor; Mohamed Salah · 58&rsquor;","1","0","Arsenal","4-3-1-2",1,1,"Lucas Torreira · 85&rsquor;","1","0","https://fbref.com/en/matches/102b241e/Liverpool-Arsenal-August-24-2019-Premier-League","Arsenal","Away",990,1,0,0,0,9,3,1,0,693,16,7,21,1,1,0.4,13,0,477,563,84.7,28,393,14,21,14
"55","Premier League","2019-08-25","Premier League (Matchweek 3)","Bournemouth","5-4-1",1,2.2,"Harry Wilson · 45+3&rsquor;","1","0","Manchester City","4-3-3",3,3,"Sergio Agüero · 15&rsquor; Raheem Sterling · 43&rsquor; Sergio Agüero · 64&rsquor;","3","0","https://fbref.com/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League","Bournemouth","Home",990,1,0,0,0,10,7,1,0,387,8,16,15,2.2,2.2,0.9,17,2,186,275,67.6,21,219,12,13,6
