"","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"422","Premier League","2020-01-11","Premier League (Matchweek 22)","Crystal Palace","4-5-1",1,0.6,"Jordan Ayew · 54&rsquor;","2","0","Arsenal","4-2-3-1",1,1.4,"Pierre-Emerick Aubameyang · 12&rsquor; Pierre-Emerick Aubameyang · 67&rsquor;","3","1","https://fbref.com/en/matches/e1fdc1f9/Crystal-Palace-Arsenal-January-11-2020-Premier-League","Arsenal","Away",966,1,1,0,0,7,4,3,1,655,17,9,6,1.4,1.4,0.4,11,2,414,539,76.8,34,329,7,20,7
"423","Premier League","2020-01-11","Premier League (Matchweek 22)","Chelsea","4-3-3",3,2.7,"Jorginho (P) · 27&rsquor; Tammy Abraham · 38&rsquor; Callum Hudson-Odoi · 49&rsquor;","0","0","Burnley","4-4-1-1",0,0.8,"","3","0","https://fbref.com/en/matches/17a5a8ef/Chelsea-Burnley-January-11-2020-Premier-League","Chelsea","Home",990,3,2,1,1,17,7,0,0,729,13,9,10,2.8,2,1.7,35,6,514,635,80.9,53,469,31,13,6
"424","Premier League","2020-01-11","Premier League (Matchweek 22)","Chelsea","4-3-3",3,2.7,"Jorginho (P) · 27&rsquor; Tammy Abraham · 38&rsquor; Callum Hudson-Odoi · 49&rsquor;","0","0","Burnley","4-4-1-1",0,0.8,"","3","0","https://fbref.com/en/matches/17a5a8ef/Chelsea-Burnley-January-11-2020-Premier-League","Burnley","Away",990,0,0,0,0,7,1,3,0,440,13,9,12,0.9,0.9,0.2,11,0,228,338,67.5,12,194,9,11,10
"425","Premier League","2020-01-11","Premier League (Matchweek 22)","Everton","4-4-2",1,1.7,"Richarlison · 38&rsquor;","2","0","Brighton & Hove Albion","3-4-3",0,1.3,"","1","0","https://fbref.com/en/matches/61cc2ca5/Everton-Brighton-and-Hove-Albion-January-11-2020-Premier-League","Everton","Home",990,1,1,0,0,14,6,2,0,674,21,12,17,1.7,1.7,1.5,27,2,416,546,76.2,41,418,30,16,9
"426","Premier League","2020-01-11","Premier League (Matchweek 22)","Everton","4-4-2",1,1.7,"Richarlison · 38&rsquor;","2","0","Brighton & Hove Albion","3-4-3",0,1.3,"","1","0","https://fbref.com/en/matches/61cc2ca5/Everton-Brighton-and-Hove-Albion-January-11-2020-Premier-League","Brighton & Hove Albion","Away",990,0,0,0,0,9,2,1,0,616,13,10,12,1.3,1.3,0.3,18,0,349,480,72.7,47,283,15,23,11
"427","Premier League","2020-01-11","Premier League (Matchweek 22)","Leicester City","4-1-4-1",1,0.7,"Dennis Praet · 14&rsquor;","0","0","Southampton","4-4-2",2,2.1,"Stuart Armstrong · 19&rsquor; Danny Ings · 81&rsquor;","3","0","https://fbref.com/en/matches/bf752bf7/Leicester-City-Southampton-January-11-2020-Premier-League","Leicester City","Home",990,1,1,0,0,5,5,0,0,642,20,10,11,0.7,0.7,0.7,8,2,361,506,71.3,34,354,17,18,9
"428","Premier League","2020-01-11","Premier League (Matchweek 22)","Leicester City","4-1-4-1",1,0.7,"Dennis Praet · 14&rsquor;","0","0","Southampton","4-4-2",2,2.1,"Stuart Armstrong · 19&rsquor; Danny Ings · 81&rsquor;","3","0","https://fbref.com/en/matches/bf752bf7/Leicester-City-Southampton-January-11-2020-Premier-League","Southampton","Away",990,2,2,0,0,16,9,3,0,496,23,13,5,2.2,2.2,1.5,25,4,213,374,57,31,179,8,18,9
"429","Premier League","2020-01-11","Premier League (Matchweek 22)","Wolverhampton Wanderers","3-4-3",1,1.6,"Leander Dendoncker · 14&rsquor;","0","0","Newcastle United","5-4-1",1,0.2,"Miguel Almirón · 7&rsquor;","3","0","https://fbref.com/en/matches/d5b1eda9/Wolverhampton-Wanderers-Newcastle-United-January-11-2020-Premier-League","Wolverhampton Wanderers","Home",990,1,0,0,0,9,3,0,0,746,16,14,7,1.6,1.6,0.9,13,0,532,639,83.3,46,456,20,23,13
"430","Premier League","2020-01-11","Premier League (Matchweek 22)","Wolverhampton Wanderers","3-4-3",1,1.6,"Leander Dendoncker · 14&rsquor;","0","0","Newcastle United","5-4-1",1,0.2,"Miguel Almirón · 7&rsquor;","3","0","https://fbref.com/en/matches/d5b1eda9/Wolverhampton-Wanderers-Newcastle-United-January-11-2020-Premier-League","Newcastle United","Away",990,1,1,0,0,5,1,3,0,466,15,7,11,0.2,0.2,0.2,9,2,247,345,71.6,17,246,14,22,11
"431","Premier League","2020-01-11","Premier League (Matchweek 22)","Manchester United","4-2-3-1",4,2.9,"Marcus Rashford · 27&rsquor; Marcus Rashford (P) · 52&rsquor; Anthony Martial · 54&rsquor; Mason Greenwood · 76&rsquor;","0","0","Norwich City","4-2-3-1",0,0.3,"","0","0","https://fbref.com/en/matches/db192bf5/Manchester-United-Norwich-City-January-11-2020-Premier-League","Manchester United","Home",990,4,2,1,1,12,5,0,0,800,21,14,15,2.9,2.1,2,25,8,583,692,84.2,65,424,33,27,17
"432","Premier League","2020-01-11","Premier League (Matchweek 22)","Manchester United","4-2-3-1",4,2.9,"Marcus Rashford · 27&rsquor; Marcus Rashford (P) · 52&rsquor; Anthony Martial · 54&rsquor; Mason Greenwood · 76&rsquor;","0","0","Norwich City","4-2-3-1",0,0.3,"","0","0","https://fbref.com/en/matches/db192bf5/Manchester-United-Norwich-City-January-11-2020-Premier-League","Norwich City","Away",990,0,0,0,0,8,3,0,0,603,22,13,12,0.3,0.3,0.1,11,0,368,468,78.6,29,386,11,26,19
"433","Premier League","2020-01-11","Premier League (Matchweek 22)","Tottenham Hotspur","4-4-2",0,1.2,"","0","0","Liverpool","4-3-3",1,1.2,"Roberto Firmino · 37&rsquor;","2","0","https://fbref.com/en/matches/39432697/Tottenham-Hotspur-Liverpool-January-11-2020-Premier-League","Tottenham Hotspur","Home",990,0,0,0,0,14,4,0,0,546,13,13,12,1.2,1.2,1.1,24,0,322,417,77.2,25,342,15,24,15
"434","Premier League","2020-01-11","Premier League (Matchweek 22)","Tottenham Hotspur","4-4-2",0,1.2,"","0","0","Liverpool","4-3-3",1,1.2,"Roberto Firmino · 37&rsquor;","2","0","https://fbref.com/en/matches/39432697/Tottenham-Hotspur-Liverpool-January-11-2020-Premier-League","Liverpool","Away",990,1,1,0,0,13,6,2,0,919,20,6,4,1.2,1.2,1.1,25,2,710,832,85.3,54,710,36,24,20
"435","Premier League","2020-01-12","Premier League (Matchweek 22)","Bournemouth","4-4-2",0,0.4,"","1","0","Watford","4-2-3-1",3,2,"Abdoulaye Doucouré · 42&rsquor; Troy Deeney · 65&rsquor; Roberto Pereyra · 90+2&rsquor;","1","0","https://fbref.com/en/matches/76ce7bd8/Bournemouth-Watford-January-12-2020-Premier-League","Bournemouth","Home",990,0,0,0,0,10,1,1,0,700,8,11,15,0.4,0.4,0.2,20,0,450,587,76.7,54,481,27,22,9
"436","Premier League","2020-01-12","Premier League (Matchweek 22)","Bournemouth","4-4-2",0,0.4,"","1","0","Watford","4-2-3-1",3,2,"Abdoulaye Doucouré · 42&rsquor; Troy Deeney · 65&rsquor; Roberto Pereyra · 90+2&rsquor;","1","0","https://fbref.com/en/matches/76ce7bd8/Bournemouth-Watford-January-12-2020-Premier-League","Watford","Away",990,3,2,0,0,18,5,1,0,576,27,7,14,2.1,2.1,1.4,32,3,314,451,69.6,35,289,22,13,10
"437","Premier League","2020-01-12","Premier League (Matchweek 22)","Aston Villa","5-3-2",1,1.1,"Anwar El Ghazi (P) · 90+1&rsquor;","2","0","Manchester City","4-3-3",6,2.8,"Riyad Mahrez · 18&rsquor; Riyad Mahrez · 24&rsquor; Sergio Agüero · 28&rsquor; Gabriel Jesus · 45+1&rsquor; Sergio Agüero · 57&rsquor; Sergio Agüero · 81&rsquor;","1","0","https://fbref.com/en/matches/ffb4946c/Aston-Villa-Manchester-City-January-12-2020-Premier-League","Aston Villa","Home",990,1,0,1,1,6,0,2,0,500,15,9,11,1.1,0.4,0.3,14,2,313,389,80.5,12,302,11,26,17
"438","Premier League","2020-01-12","Premier League (Matchweek 22)","Aston Villa","5-3-2",1,1.1,"Anwar El Ghazi (P) · 90+1&rsquor;","2","0","Manchester City","4-3-3",6,2.8,"Riyad Mahrez · 18&rsquor; Riyad Mahrez · 24&rsquor; Sergio Agüero · 28&rsquor; Gabriel Jesus · 45+1&rsquor; Sergio Agüero · 57&rsquor; Sergio Agüero · 81&rsquor;","1","0","https://fbref.com/en/matches/ffb4946c/Aston-Villa-Manchester-City-January-12-2020-Premier-League","Manchester City","Away",990,6,6,0,0,22,11,1,0,1001,16,8,11,2.8,2.8,2.5,40,10,829,909,91.2,57,806,37,25,19
"439","Premier League","2020-01-18","Premier League (Matchweek 23)","Watford","4-2-3-1",0,2.5,"","2","0","Tottenham Hotspur","4-3-3",0,1.9,"","3","0","https://fbref.com/en/matches/46697bf6/Watford-Tottenham-Hotspur-January-18-2020-Premier-League","Watford","Home",990,0,0,0,1,14,1,2,0,512,25,13,9,2.6,1.8,1.6,27,0,256,391,65.5,34,203,17,21,11
"440","Premier League","2020-01-18","Premier League (Matchweek 23)","Watford","4-2-3-1",0,2.5,"","2","0","Tottenham Hotspur","4-3-3",0,1.9,"","3","0","https://fbref.com/en/matches/46697bf6/Watford-Tottenham-Hotspur-January-18-2020-Premier-League","Tottenham Hotspur","Away",990,0,0,0,0,16,4,3,0,694,17,8,14,1.9,1.9,1.4,29,0,435,538,80.9,41,445,23,26,16
"441","Premier League","2020-01-18","Premier League (Matchweek 23)","Arsenal","4-2-3-1",1,1.4,"Gabriel Martinelli · 45&rsquor;","1","0","Sheffield United","3-5-2",1,0.8,"John Fleck · 83&rsquor;","2","0","https://fbref.com/en/matches/0333a4b6/Arsenal-Sheffield-United-January-18-2020-Premier-League","Arsenal","Home",990,1,0,0,0,11,4,1,0,720,13,12,13,1.4,1.4,0.4,21,2,489,617,79.3,47,406,38,24,12
"442","Premier League","2020-01-18","Premier League (Matchweek 23)","Arsenal","4-2-3-1",1,1.4,"Gabriel Martinelli · 45&rsquor;","1","0","Sheffield United","3-5-2",1,0.8,"John Fleck · 83&rsquor;","2","0","https://fbref.com/en/matches/0333a4b6/Arsenal-Sheffield-United-January-18-2020-Premier-League","Sheffield United","Away",990,1,0,0,0,12,3,2,0,502,20,18,8,0.8,0.8,0.5,18,2,271,396,68.4,29,211,12,15,9
"443","Premier League","2020-01-18","Premier League (Matchweek 23)","Norwich City","4-2-3-1",1,1.8,"Teemu Pukki (P) · 33&rsquor; Ben Godfrey · 76&rsquor;","2","1","Bournemouth","4-3-3",0,0.7,"Steve Cook · 31&rsquor;","2","1","https://fbref.com/en/matches/2550abdc/Norwich-City-Bournemouth-January-18-2020-Premier-League","Norwich City","Home",975,1,0,1,1,15,3,2,1,780,13,11,8,1.9,1.1,0.9,27,1,560,673,83.2,38,516,21,22,13
"444","Premier League","2020-01-18","Premier League (Matchweek 23)","Norwich City","4-2-3-1",1,1.8,"Teemu Pukki (P) · 33&rsquor; Ben Godfrey · 76&rsquor;","2","1","Bournemouth","4-3-3",0,0.7,"Steve Cook · 31&rsquor;","2","1","https://fbref.com/en/matches/2550abdc/Norwich-City-Bournemouth-January-18-2020-Premier-League","Bournemouth","Away",930,0,0,0,0,6,3,2,1,464,19,18,13,0.7,0.7,0.3,9,0,238,356,66.9,18,257,15,9,4
"445","Premier League","2020-01-18","Premier League (Matchweek 23)","Manchester City","4-3-3",2,2.6,"Sergio Agüero · 82&rsquor; Sergio Agüero · 87&rsquor;","1","0","Crystal Palace","4-5-1",2,0.4,"Cenk Tosun · 39&rsquor; Fernandinho (OG) · 90&rsquor;","2","0","https://fbref.com/en/matches/4572cd0e/Manchester-City-Crystal-Palace-January-18-2020-Premier-League","Manchester City","Home",990,2,2,0,0,25,6,1,0,863,13,9,3,2.8,2.8,2.3,43,4,640,750,85.3,97,632,58,21,15
"446","Premier League","2020-01-18","Premier League (Matchweek 23)","Manchester City","4-3-3",2,2.6,"Sergio Agüero · 82&rsquor; Sergio Agüero · 87&rsquor;","1","0","Crystal Palace","4-5-1",2,0.4,"Cenk Tosun · 39&rsquor; Fernandinho (OG) · 90&rsquor;","2","0","https://fbref.com/en/matches/4572cd0e/Manchester-City-Crystal-Palace-January-18-2020-Premier-League","Crystal Palace","Away",990,1,1,0,0,5,3,2,0,422,18,8,13,0.4,0.4,0.3,10,2,183,288,63.5,17,169,10,20,14
"447","Premier League","2020-01-18","Premier League (Matchweek 23)","Southampton","4-4-2",2,0.7,"Jan Bednarek · 15&rsquor; Shane Long · 35&rsquor;","2","0","Wolverhampton Wanderers","3-4-3",3,2.4,"Pedro Neto · 53&rsquor; Raúl Jiménez (P) · 65&rsquor; Raúl Jiménez · 76&rsquor;","1","0","https://fbref.com/en/matches/9d6674f8/Southampton-Wolverhampton-Wanderers-January-18-2020-Premier-League","Southampton","Home",990,2,1,0,0,11,5,2,0,583,14,10,11,0.7,0.7,0.5,20,3,317,462,68.6,30,261,15,20,9
"448","Premier League","2020-01-18","Premier League (Matchweek 23)","Southampton","4-4-2",2,0.7,"Jan Bednarek · 15&rsquor; Shane Long · 35&rsquor;","2","0","Wolverhampton Wanderers","3-4-3",3,2.4,"Pedro Neto · 53&rsquor; Raúl Jiménez (P) · 65&rsquor; Raúl Jiménez · 76&rsquor;","1","0","https://fbref.com/en/matches/9d6674f8/Southampton-Wolverhampton-Wanderers-January-18-2020-Premier-League","Wolverhampton Wanderers","Away",990,3,2,1,1,7,3,1,0,528,13,11,5,2.4,1.6,1.3,12,6,261,412,63.3,29,233,14,26,18
"449","Premier League","2020-01-18","Premier League (Matchweek 23)","Brighton & Hove Albion","4-4-2",1,1.1,"Leandro Trossard · 38&rsquor;","3","0","Aston Villa","3-4-3",1,0.6,"Jack Grealish · 75&rsquor;","3","0","https://fbref.com/en/matches/bd044bad/Brighton-and-Hove-Albion-Aston-Villa-January-18-2020-Premier-League","Brighton & Hove Albion","Home",990,1,1,0,0,10,2,3,0,674,20,16,12,1.1,1.1,0.8,17,2,425,547,77.7,50,363,17,14,11
"450","Premier League","2020-01-18","Premier League (Matchweek 23)","Brighton & Hove Albion","4-4-2",1,1.1,"Leandro Trossard · 38&rsquor;","3","0","Aston Villa","3-4-3",1,0.6,"Jack Grealish · 75&rsquor;","3","0","https://fbref.com/en/matches/bd044bad/Brighton-and-Hove-Albion-Aston-Villa-January-18-2020-Premier-League","Aston Villa","Away",990,1,1,0,0,8,3,3,0,583,20,14,16,0.6,0.6,0.4,14,1,325,452,71.9,31,276,13,19,12
"451","Premier League","2020-01-18","Premier League (Matchweek 23)","West Ham United","4-4-1-1",1,1.3,"Issa Diop · 40&rsquor;","1","0","Everton","4-4-2",1,1.7,"Dominic Calvert-Lewin · 44&rsquor;","0","0","https://fbref.com/en/matches/d4898eac/West-Ham-United-Everton-January-18-2020-Premier-League","West Ham United","Home",990,1,1,0,0,12,5,1,0,612,16,9,9,1.3,1.3,1.2,22,2,369,494,74.7,52,291,17,11,4
"452","Premier League","2020-01-18","Premier League (Matchweek 23)","West Ham United","4-4-1-1",1,1.3,"Issa Diop · 40&rsquor;","1","0","Everton","4-4-2",1,1.7,"Dominic Calvert-Lewin · 44&rsquor;","0","0","https://fbref.com/en/matches/d4898eac/West-Ham-United-Everton-January-18-2020-Premier-League","Everton","Away",990,1,1,0,0,11,3,0,0,621,20,15,5,1.8,1.8,1.6,18,2,384,502,76.5,35,400,17,10,6
"453","Premier League","2020-01-18","Premier League (Matchweek 23)","Newcastle United","5-4-1",1,0.6,"Isaac Hayden · 90+4&rsquor;","1","0","Chelsea","4-3-3",0,2.4,"","1","0","https://fbref.com/en/matches/e5a20f1e/Newcastle-United-Chelsea-January-18-2020-Premier-League","Newcastle United","Home",990,1,1,0,0,7,2,1,0,473,13,11,16,0.6,0.6,0.6,12,1,215,326,66,14,213,5,18,9
"454","Premier League","2020-01-18","Premier League (Matchweek 23)","Newcastle United","5-4-1",1,0.6,"Isaac Hayden · 90+4&rsquor;","1","0","Chelsea","4-3-3",0,2.4,"","1","0","https://fbref.com/en/matches/e5a20f1e/Newcastle-United-Chelsea-January-18-2020-Premier-League","Chelsea","Away",990,0,0,0,0,19,3,1,0,825,15,18,8,2.4,2.4,1.7,37,0,590,717,82.3,74,487,36,11,7
"455","Premier League","2020-01-19","Premier League (Matchweek 23)","Burnley","4-4-2",2,1.4,"Chris Wood · 56&rsquor; Ashley Westwood · 79&rsquor;","1","0","Leicester City","4-1-4-1",1,2.5,"Harvey Barnes · 33&rsquor;","0","0","https://fbref.com/en/matches/bd102a2b/Burnley-Leicester-City-January-19-2020-Premier-League","Burnley","Home",990,2,0,0,0,8,5,1,0,574,16,12,12,1.5,1.5,0.2,13,3,324,448,72.3,31,279,13,26,13
"456","Premier League","2020-01-19","Premier League (Matchweek 23)","Burnley","4-4-2",2,1.4,"Chris Wood · 56&rsquor; Ashley Westwood · 79&rsquor;","1","0","Leicester City","4-1-4-1",1,2.5,"Harvey Barnes · 33&rsquor;","0","0","https://fbref.com/en/matches/bd102a2b/Burnley-Leicester-City-January-19-2020-Premier-League","Leicester City","Away",990,1,1,0,1,17,7,0,0,665,23,11,9,2.5,1.7,1.5,33,1,417,540,77.2,51,412,26,20,10
"457","Premier League","2020-01-19","Premier League (Matchweek 23)","Liverpool","4-3-3",2,1.9,"Virgil van Dijk · 14&rsquor; Mohamed Salah · 90+3&rsquor;","1","0","Manchester United","3-4-1-2",0,1.3,"","3","0","https://fbref.com/en/matches/d2a888b6/North-West-Derby-Liverpool-Manchester-United-January-19-2020-Premier-League","Liverpool","Home",990,2,2,0,0,16,5,1,0,674,22,10,7,1.9,1.9,1.8,27,3,431,566,76.1,47,451,25,25,16
"458","Premier League","2020-01-19","Premier League (Matchweek 23)","Liverpool","4-3-3",2,1.9,"Virgil van Dijk · 14&rsquor; Mohamed Salah · 90+3&rsquor;","1","0","Manchester United","3-4-1-2",0,1.3,"","3","0","https://fbref.com/en/matches/d2a888b6/North-West-Derby-Liverpool-Manchester-United-January-19-2020-Premier-League","Manchester United","Away",990,0,0,0,0,9,4,3,0,621,16,13,11,1.3,1.3,1.1,13,0,381,502,75.9,27,353,20,14,9
"459","Premier League","2020-01-21","Premier League (Matchweek 24)","Crystal Palace","4-5-1",0,0.6,"","1","0","Southampton","4-4-2",2,1.1,"Nathan Redmond · 22&rsquor; Stuart Armstrong · 48&rsquor;","2","0","https://fbref.com/en/matches/003ce1e3/Crystal-Palace-Southampton-January-21-2020-Premier-League","Crystal Palace","Home",990,0,0,0,0,6,0,1,0,549,20,21,12,0.6,0.6,0.5,10,0,271,420,64.5,31,229,13,27,16
"460","Premier League","2020-01-21","Premier League (Matchweek 24)","Crystal Palace","4-5-1",0,0.6,"","1","0","Southampton","4-4-2",2,1.1,"Nathan Redmond · 22&rsquor; Stuart Armstrong · 48&rsquor;","2","0","https://fbref.com/en/matches/003ce1e3/Crystal-Palace-Southampton-January-21-2020-Premier-League","Southampton","Away",990,2,2,0,0,15,6,2,0,642,22,11,9,1.1,1.1,1.1,27,3,350,508,68.9,48,276,16,24,14
"461","Premier League","2020-01-21","Premier League (Matchweek 24)","Everton","4-4-2",2,1.8,"Moise Kean · 30&rsquor; Dominic Calvert-Lewin · 54&rsquor;","1","0","Newcastle United","5-4-1",2,1.3,"Florian Lejeune · 90+4&rsquor; Florian Lejeune · 90+5&rsquor;","1","0","https://fbref.com/en/matches/33b8c50a/Everton-Newcastle-United-January-21-2020-Premier-League","Everton","Home",990,2,2,0,0,17,8,1,0,736,15,11,15,1.8,1.8,1.7,30,4,501,615,81.5,43,499,20,15,9
"462","Premier League","2020-01-21","Premier League (Matchweek 24)","Everton","4-4-2",2,1.8,"Moise Kean · 30&rsquor; Dominic Calvert-Lewin · 54&rsquor;","1","0","Newcastle United","5-4-1",2,1.3,"Florian Lejeune · 90+4&rsquor; Florian Lejeune · 90+5&rsquor;","1","0","https://fbref.com/en/matches/33b8c50a/Everton-Newcastle-United-January-21-2020-Premier-League","Newcastle United","Away",990,2,0,0,0,9,3,1,0,624,9,11,12,1.5,1.5,0.2,15,2,390,504,77.4,20,379,10,12,8
"463","Premier League","2020-01-21","Premier League (Matchweek 24)","Aston Villa","3-4-3",2,1.3,"Douglas Luiz · 68&rsquor; Tyrone Mings · 90+5&rsquor;","2","0","Watford","4-2-3-1",1,1.8,"Troy Deeney · 38&rsquor;","2","0","https://fbref.com/en/matches/3deb145e/Aston-Villa-Watford-January-21-2020-Premier-League","Aston Villa","Home",990,2,1,0,0,16,5,2,0,747,9,12,9,1.3,1.3,0.8,29,2,492,630,78.1,54,389,31,21,11
"464","Premier League","2020-01-21","Premier League (Matchweek 24)","Aston Villa","3-4-3",2,1.3,"Douglas Luiz · 68&rsquor; Tyrone Mings · 90+5&rsquor;","2","0","Watford","4-2-3-1",1,1.8,"Troy Deeney · 38&rsquor;","2","0","https://fbref.com/en/matches/3deb145e/Aston-Villa-Watford-January-21-2020-Premier-League","Watford","Away",990,1,1,0,0,8,2,2,0,490,21,22,14,1.8,1.8,1.1,13,2,231,356,64.9,19,219,10,14,10
"465","Premier League","2020-01-21","Premier League (Matchweek 24)","Sheffield United","3-5-2",0,0.8,"","4","0","Manchester City","3-4-3",1,2.8,"Sergio Agüero · 73&rsquor;","3","0","https://fbref.com/en/matches/ae7cb0c2/Sheffield-United-Manchester-City-January-21-2020-Premier-League","Sheffield United","Home",990,0,0,0,0,4,1,4,0,427,13,10,10,0.8,0.8,0.6,6,0,207,331,62.5,22,161,6,11,9
"466","Premier League","2020-01-21","Premier League (Matchweek 24)","Sheffield United","3-5-2",0,0.8,"","4","0","Manchester City","3-4-3",1,2.8,"Sergio Agüero · 73&rsquor;","3","0","https://fbref.com/en/matches/ae7cb0c2/Sheffield-United-Manchester-City-January-21-2020-Premier-League","Manchester City","Away",990,1,1,0,1,17,4,3,0,762,8,11,7,2.8,2,2,35,2,554,656,84.5,44,547,31,15,10
"467","Premier League","2020-01-21","Premier League (Matchweek 24)","Bournemouth","4-4-1-1",3,1.4,"Harry Wilson · 36&rsquor; Pascal Groß (OG) · 41&rsquor; Callum Wilson · 74&rsquor;","1","0","Brighton & Hove Albion","4-4-2",1,1.8,"Aaron Mooy · 81&rsquor;","1","0","https://fbref.com/en/matches/ba03a070/Bournemouth-Brighton-and-Hove-Albion-January-21-2020-Premier-League","Bournemouth","Home",990,2,1,0,0,11,3,1,0,464,10,21,20,1.4,1.4,0.7,18,4,215,330,65.2,20,247,13,10,4
"468","Premier League","2020-01-21","Premier League (Matchweek 24)","Bournemouth","4-4-1-1",3,1.4,"Harry Wilson · 36&rsquor; Pascal Groß (OG) · 41&rsquor; Callum Wilson · 74&rsquor;","1","0","Brighton & Hove Albion","4-4-2",1,1.8,"Aaron Mooy · 81&rsquor;","1","0","https://fbref.com/en/matches/ba03a070/Bournemouth-Brighton-and-Hove-Albion-January-21-2020-Premier-League","Brighton & Hove Albion","Away",990,1,0,0,0,21,8,1,0,749,16,6,14,1.8,1.8,0.9,34,2,511,628,81.4,69,433,22,18,14
"469","Premier League","2020-01-21","Premier League (Matchweek 24)","Chelsea","4-3-3",2,2.9,"Jorginho (P) · 28&rsquor; César Azpilicueta · 84&rsquor;","2","0","Arsenal","4-2-3-1",2,0.4,"David Luiz · 26&rsquor; Gabriel Martinelli · 63&rsquor; Héctor Bellerín · 87&rsquor;","1","1","https://fbref.com/en/matches/38d058ad/North-West-London-Derby-Chelsea-Arsenal-January-21-2020-Premier-League","Chelsea","Home",990,2,1,1,1,18,7,2,0,728,18,10,5,2.9,2.1,1.6,33,4,510,605,84.3,58,441,26,25,11
"470","Premier League","2020-01-21","Premier League (Matchweek 24)","Chelsea","4-3-3",2,2.9,"Jorginho (P) · 28&rsquor; César Azpilicueta · 84&rsquor;","2","0","Arsenal","4-2-3-1",2,0.4,"David Luiz · 26&rsquor; Gabriel Martinelli · 63&rsquor; Héctor Bellerín · 87&rsquor;","1","1","https://fbref.com/en/matches/38d058ad/North-West-London-Derby-Chelsea-Arsenal-January-21-2020-Premier-League","Arsenal","Away",925,2,2,0,0,2,2,1,1,546,21,5,10,0.4,0.4,0.4,2,2,327,432,75.7,18,282,14,17,9
"471","Premier League","2020-01-22","Premier League (Matchweek 24)","Leicester City","4-1-4-1",4,2.8,"Harvey Barnes · 24&rsquor; Ricardo Pereira · 45+5&rsquor; Ayoze Pérez (P) · 81&rsquor; Ayoze Pérez · 88&rsquor;","1","0","West Ham United","5-3-2",1,1.6,"Mark Noble (P) · 50&rsquor;","1","0","https://fbref.com/en/matches/354b03ac/Leicester-City-West-Ham-United-January-22-2020-Premier-League","Leicester City","Home",990,4,3,1,1,18,7,1,0,736,17,9,7,2.9,2.1,1.9,36,7,518,619,83.7,63,458,23,15,10
"472","Premier League","2020-01-22","Premier League (Matchweek 24)","Leicester City","4-1-4-1",4,2.8,"Harvey Barnes · 24&rsquor; Ricardo Pereira · 45+5&rsquor; Ayoze Pérez (P) · 81&rsquor; Ayoze Pérez · 88&rsquor;","1","0","West Ham United","5-3-2",1,1.6,"Mark Noble (P) · 50&rsquor;","1","0","https://fbref.com/en/matches/354b03ac/Leicester-City-West-Ham-United-January-22-2020-Premier-League","West Ham United","Away",990,1,0,1,1,5,1,1,0,424,9,10,14,1.6,0.8,0.2,10,2,207,311,66.6,21,170,6,14,7
"473","Premier League","2020-01-22","Premier League (Matchweek 24)","Tottenham Hotspur","4-2-3-1",2,2.1,"Dele Alli · 38&rsquor; Son Heung-min · 79&rsquor;","0","0","Norwich City","4-2-3-1",1,1.5,"Teemu Pukki (P) · 70&rsquor;","1","0","https://fbref.com/en/matches/b36a7b4d/Tottenham-Hotspur-Norwich-City-January-22-2020-Premier-League","Tottenham Hotspur","Home",990,2,1,0,0,14,3,0,0,645,11,12,14,2.1,2.1,1.1,27,3,415,526,78.9,45,419,22,22,12
"474","Premier League","2020-01-22","Premier League (Matchweek 24)","Tottenham Hotspur","4-2-3-1",2,2.1,"Dele Alli · 38&rsquor; Son Heung-min · 79&rsquor;","0","0","Norwich City","4-2-3-1",1,1.5,"Teemu Pukki (P) · 70&rsquor;","1","0","https://fbref.com/en/matches/b36a7b4d/Tottenham-Hotspur-Norwich-City-January-22-2020-Premier-League","Norwich City","Away",990,1,0,1,1,12,1,1,0,645,24,12,20,1.5,0.7,0.6,26,2,403,511,78.9,34,397,12,16,13
"475","Premier League","2020-01-22","Premier League (Matchweek 24)","Manchester United","4-2-3-1",0,1.4,"","0","0","Burnley","4-4-2",2,0.6,"Chris Wood · 39&rsquor; Jay Rodriguez · 56&rsquor;","2","0","https://fbref.com/en/matches/709e2aa4/Manchester-United-Burnley-January-22-2020-Premier-League","Manchester United","Home",990,0,0,0,0,24,7,0,0,853,10,7,3,1.4,1.4,1,46,0,632,759,83.3,59,527,45,15,10
"476","Premier League","2020-01-22","Premier League (Matchweek 24)","Manchester United","4-2-3-1",0,1.4,"","0","0","Burnley","4-4-2",2,0.6,"Chris Wood · 39&rsquor; Jay Rodriguez · 56&rsquor;","2","0","https://fbref.com/en/matches/709e2aa4/Manchester-United-Burnley-January-22-2020-Premier-League","Burnley","Away",990,2,2,0,0,5,2,2,0,409,13,15,18,0.6,0.6,0.6,10,4,179,300,59.7,14,173,6,4,1
