"","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Min","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err"
"417","Premier League","2020-01-02","Premier League (Matchweek 21)","Liverpool","4-3-3",2,2.8,"Mohamed Salah · 4&rsquor; Sadio Mané · 64&rsquor;","0","0","Sheffield United","3-5-2",0,0.6,"","0","0","https://fbref.com/en/matches/7fe3382b/Liverpool-Sheffield-United-January-2-2020-Premier-League","Liverpool","Home",990,6,4,3,3,0,1,7,14.3,6,2,0,2,9,15,9,1
"418","Premier League","2020-01-02","Premier League (Matchweek 21)","Liverpool","4-3-3",2,2.8,"Mohamed Salah · 4&rsquor; Sadio Mané · 64&rsquor;","0","0","Sheffield United","3-5-2",0,0.6,"","0","0","https://fbref.com/en/matches/7fe3382b/Liverpool-Sheffield-United-January-2-2020-Premier-League","Sheffield United","Away",990,14,9,6,8,0,5,13,38.5,8,9,6,3,12,26,32,2
"419","Premier League","2020-01-10","Premier League (Matchweek 22)","Sheffield United","3-5-2",1,1.4,"Oliver McBurnie · 53&rsquor;","1","0","West Ham United","3-4-3",0,0.7,"","0","0","https://fbref.com/en/matches/c5f47ccb/Sheffield-United-West-Ham-United-January-10-2020-Premier-League","Sheffield United","Home",990,19,14,8,8,3,10,28,35.7,18,4,0,4,8,27,15,2
"420","Premier League","2020-01-10","Premier League (Matchweek 22)","Sheffield United","3-5-2",1,1.4,"Oliver McBurnie · 53&rsquor;","1","0","West Ham United","3-4-3",0,0.7,"","0","0","https://fbref.com/en/matches/c5f47ccb/Sheffield-United-West-Ham-United-January-10-2020-Premier-League","West Ham United","Away",990,16,12,8,8,0,6,15,40,9,7,4,3,14,30,19,2
"421","Premier League","2020-01-11","Premier League (Matchweek 22)","Crystal Palace","4-5-1",1,0.6,"Jordan Ayew · 54&rsquor;","2","0","Arsenal","4-2-3-1",1,1.4,"Pierre-Emerick Aubameyang · 12&rsquor; Pierre-Emerick Aubameyang · 67&rsquor;","3","1","https://fbref.com/en/matches/e1fdc1f9/Crystal-Palace-Arsenal-January-11-2020-Premier-League","Crystal Palace","Home",990,25,16,9,13,3,13,20,65,7,15,1,14,14,39,12,0
"422","Premier League","2020-01-11","Premier League (Matchweek 22)","Crystal Palace","4-5-1",1,0.6,"Jordan Ayew · 54&rsquor;","2","0","Arsenal","4-2-3-1",1,1.4,"Pierre-Emerick Aubameyang · 12&rsquor; Pierre-Emerick Aubameyang · 67&rsquor;","3","1","https://fbref.com/en/matches/e1fdc1f9/Crystal-Palace-Arsenal-January-11-2020-Premier-League","Arsenal","Away",966,17,10,9,5,3,9,17,52.9,8,6,2,4,9,26,19,0
"423","Premier League","2020-01-11","Premier League (Matchweek 22)","Chelsea","4-3-3",3,2.7,"Jorginho (P) · 27&rsquor; Tammy Abraham · 38&rsquor; Callum Hudson-Odoi · 49&rsquor;","0","0","Burnley","4-4-1-1",0,0.8,"","3","0","https://fbref.com/en/matches/17a5a8ef/Chelsea-Burnley-January-11-2020-Premier-League","Chelsea","Home",990,13,8,7,5,1,1,11,9.1,10,10,4,6,9,22,10,0
"424","Premier League","2020-01-11","Premier League (Matchweek 22)","Chelsea","4-3-3",3,2.7,"Jorginho (P) · 27&rsquor; Tammy Abraham · 38&rsquor; Callum Hudson-Odoi · 49&rsquor;","0","0","Burnley","4-4-1-1",0,0.8,"","3","0","https://fbref.com/en/matches/17a5a8ef/Chelsea-Burnley-January-11-2020-Premier-League","Burnley","Away",990,13,6,9,3,1,7,13,53.8,6,12,6,6,9,22,25,1
"425","Premier League","2020-01-11","Premier League (Matchweek 22)","Everton","4-4-2",1,1.7,"Richarlison · 38&rsquor;","2","0","Brighton & Hove Albion","3-4-3",0,1.3,"","1","0","https://fbref.com/en/matches/61cc2ca5/Everton-Brighton-and-Hove-Albion-January-11-2020-Premier-League","Everton","Home",990,21,13,9,10,2,12,23,52.2,11,17,1,16,12,33,24,0
"426","Premier League","2020-01-11","Premier League (Matchweek 22)","Everton","4-4-2",1,1.7,"Richarlison · 38&rsquor;","2","0","Brighton & Hove Albion","3-4-3",0,1.3,"","1","0","https://fbref.com/en/matches/61cc2ca5/Everton-Brighton-and-Hove-Albion-January-11-2020-Premier-League","Brighton & Hove Albion","Away",990,13,6,4,9,0,7,16,43.8,9,12,4,8,10,23,28,0
"427","Premier League","2020-01-11","Premier League (Matchweek 22)","Leicester City","4-1-4-1",1,0.7,"Dennis Praet · 14&rsquor;","0","0","Southampton","4-4-2",2,2.1,"Stuart Armstrong · 19&rsquor; Danny Ings · 81&rsquor;","3","0","https://fbref.com/en/matches/bf752bf7/Leicester-City-Southampton-January-11-2020-Premier-League","Leicester City","Home",990,20,13,12,8,0,9,18,50,9,11,2,9,10,30,23,2
"428","Premier League","2020-01-11","Premier League (Matchweek 22)","Leicester City","4-1-4-1",1,0.7,"Dennis Praet · 14&rsquor;","0","0","Southampton","4-4-2",2,2.1,"Stuart Armstrong · 19&rsquor; Danny Ings · 81&rsquor;","3","0","https://fbref.com/en/matches/bf752bf7/Leicester-City-Southampton-January-11-2020-Premier-League","Southampton","Away",990,23,16,13,9,1,9,18,50,9,5,0,5,13,36,11,0
"429","Premier League","2020-01-11","Premier League (Matchweek 22)","Wolverhampton Wanderers","3-4-3",1,1.6,"Leander Dendoncker · 14&rsquor;","0","0","Newcastle United","5-4-1",1,0.2,"Miguel Almirón · 7&rsquor;","3","0","https://fbref.com/en/matches/d5b1eda9/Wolverhampton-Wanderers-Newcastle-United-January-11-2020-Premier-League","Wolverhampton Wanderers","Home",990,16,9,9,5,2,11,22,50,11,7,2,5,14,30,8,0
"430","Premier League","2020-01-11","Premier League (Matchweek 22)","Wolverhampton Wanderers","3-4-3",1,1.6,"Leander Dendoncker · 14&rsquor;","0","0","Newcastle United","5-4-1",1,0.2,"Miguel Almirón · 7&rsquor;","3","0","https://fbref.com/en/matches/d5b1eda9/Wolverhampton-Wanderers-Newcastle-United-January-11-2020-Premier-League","Newcastle United","Away",990,15,11,7,6,2,10,23,43.5,13,11,3,8,7,22,39,0
"431","Premier League","2020-01-11","Premier League (Matchweek 22)","Manchester United","4-2-3-1",4,2.9,"Marcus Rashford · 27&rsquor; Marcus Rashford (P) · 52&rsquor; Anthony Martial · 54&rsquor; Mason Greenwood · 76&rsquor;","0","0","Norwich City","4-2-3-1",0,0.3,"","0","0","https://fbref.com/en/matches/db192bf5/Manchester-United-Norwich-City-January-11-2020-Premier-League","Manchester United","Home",990,21,12,5,10,6,7,26,26.9,19,15,3,12,14,35,10,0
"432","Premier League","2020-01-11","Premier League (Matchweek 22)","Manchester United","4-2-3-1",4,2.9,"Marcus Rashford · 27&rsquor; Marcus Rashford (P) · 52&rsquor; Anthony Martial · 54&rsquor; Mason Greenwood · 76&rsquor;","0","0","Norwich City","4-2-3-1",0,0.3,"","0","0","https://fbref.com/en/matches/db192bf5/Manchester-United-Norwich-City-January-11-2020-Premier-League","Norwich City","Away",990,22,11,14,6,2,10,27,37,17,12,3,9,13,35,23,1
"433","Premier League","2020-01-11","Premier League (Matchweek 22)","Tottenham Hotspur","4-4-2",0,1.2,"","0","0","Liverpool","4-3-3",1,1.2,"Roberto Firmino · 37&rsquor;","2","0","https://fbref.com/en/matches/39432697/Tottenham-Hotspur-Liverpool-January-11-2020-Premier-League","Tottenham Hotspur","Home",990,13,10,3,8,2,4,24,16.7,20,12,2,10,13,26,39,2
"434","Premier League","2020-01-11","Premier League (Matchweek 22)","Tottenham Hotspur","4-4-2",0,1.2,"","0","0","Liverpool","4-3-3",1,1.2,"Roberto Firmino · 37&rsquor;","2","0","https://fbref.com/en/matches/39432697/Tottenham-Hotspur-Liverpool-January-11-2020-Premier-League","Liverpool","Away",990,20,12,9,10,1,9,24,37.5,15,4,2,2,6,26,9,2
"435","Premier League","2020-01-12","Premier League (Matchweek 22)","Bournemouth","4-4-2",0,0.4,"","1","0","Watford","4-2-3-1",3,2,"Abdoulaye Doucouré · 42&rsquor; Troy Deeney · 65&rsquor; Roberto Pereyra · 90+2&rsquor;","1","0","https://fbref.com/en/matches/76ce7bd8/Bournemouth-Watford-January-12-2020-Premier-League","Bournemouth","Home",990,8,6,3,5,0,3,13,23.1,10,15,7,8,11,19,16,1
"436","Premier League","2020-01-12","Premier League (Matchweek 22)","Bournemouth","4-4-2",0,0.4,"","1","0","Watford","4-2-3-1",3,2,"Abdoulaye Doucouré · 42&rsquor; Troy Deeney · 65&rsquor; Roberto Pereyra · 90+2&rsquor;","1","0","https://fbref.com/en/matches/76ce7bd8/Bournemouth-Watford-January-12-2020-Premier-League","Watford","Away",990,27,15,14,12,1,13,22,59.1,9,14,2,12,7,34,37,0
"437","Premier League","2020-01-12","Premier League (Matchweek 22)","Aston Villa","5-3-2",1,1.1,"Anwar El Ghazi (P) · 90+1&rsquor;","2","0","Manchester City","4-3-3",6,2.8,"Riyad Mahrez · 18&rsquor; Riyad Mahrez · 24&rsquor; Sergio Agüero · 28&rsquor; Gabriel Jesus · 45+1&rsquor; Sergio Agüero · 57&rsquor; Sergio Agüero · 81&rsquor;","1","0","https://fbref.com/en/matches/ffb4946c/Aston-Villa-Manchester-City-January-12-2020-Premier-League","Aston Villa","Home",990,15,9,9,5,1,6,25,24,19,11,3,8,9,24,20,2
"438","Premier League","2020-01-12","Premier League (Matchweek 22)","Aston Villa","5-3-2",1,1.1,"Anwar El Ghazi (P) · 90+1&rsquor;","2","0","Manchester City","4-3-3",6,2.8,"Riyad Mahrez · 18&rsquor; Riyad Mahrez · 24&rsquor; Sergio Agüero · 28&rsquor; Gabriel Jesus · 45+1&rsquor; Sergio Agüero · 57&rsquor; Sergio Agüero · 81&rsquor;","1","0","https://fbref.com/en/matches/ffb4946c/Aston-Villa-Manchester-City-January-12-2020-Premier-League","Manchester City","Away",990,16,8,10,5,1,9,26,34.6,17,11,2,9,8,24,5,0
"439","Premier League","2020-01-18","Premier League (Matchweek 23)","Watford","4-2-3-1",0,2.5,"","2","0","Tottenham Hotspur","4-3-3",0,1.9,"","3","0","https://fbref.com/en/matches/46697bf6/Watford-Tottenham-Hotspur-January-18-2020-Premier-League","Watford","Home",990,25,7,15,6,4,10,26,38.5,16,9,6,3,13,38,12,0
"440","Premier League","2020-01-18","Premier League (Matchweek 23)","Watford","4-2-3-1",0,2.5,"","2","0","Tottenham Hotspur","4-3-3",0,1.9,"","3","0","https://fbref.com/en/matches/46697bf6/Watford-Tottenham-Hotspur-January-18-2020-Premier-League","Tottenham Hotspur","Away",990,17,9,10,5,2,10,21,47.6,11,14,4,10,8,25,41,2
"441","Premier League","2020-01-18","Premier League (Matchweek 23)","Arsenal","4-2-3-1",1,1.4,"Gabriel Martinelli · 45&rsquor;","1","0","Sheffield United","3-5-2",1,0.8,"John Fleck · 83&rsquor;","2","0","https://fbref.com/en/matches/0333a4b6/Arsenal-Sheffield-United-January-18-2020-Premier-League","Arsenal","Home",990,13,8,5,7,1,6,15,40,9,13,3,10,12,25,18,0
"442","Premier League","2020-01-18","Premier League (Matchweek 23)","Arsenal","4-2-3-1",1,1.4,"Gabriel Martinelli · 45&rsquor;","1","0","Sheffield United","3-5-2",1,0.8,"John Fleck · 83&rsquor;","2","0","https://fbref.com/en/matches/0333a4b6/Arsenal-Sheffield-United-January-18-2020-Premier-League","Sheffield United","Away",990,20,12,7,9,4,12,24,50,12,8,2,6,18,38,18,0
"443","Premier League","2020-01-18","Premier League (Matchweek 23)","Norwich City","4-2-3-1",1,1.8,"Teemu Pukki (P) · 33&rsquor; Ben Godfrey · 76&rsquor;","2","1","Bournemouth","4-3-3",0,0.7,"Steve Cook · 31&rsquor;","2","1","https://fbref.com/en/matches/2550abdc/Norwich-City-Bournemouth-January-18-2020-Premier-League","Norwich City","Home",975,13,8,4,5,4,5,9,55.6,4,8,2,6,11,24,9,0
"444","Premier League","2020-01-18","Premier League (Matchweek 23)","Norwich City","4-2-3-1",1,1.8,"Teemu Pukki (P) · 33&rsquor; Ben Godfrey · 76&rsquor;","2","1","Bournemouth","4-3-3",0,0.7,"Steve Cook · 31&rsquor;","2","1","https://fbref.com/en/matches/2550abdc/Norwich-City-Bournemouth-January-18-2020-Premier-League","Bournemouth","Away",930,19,9,10,6,3,9,22,40.9,13,13,5,8,18,37,23,0
"445","Premier League","2020-01-18","Premier League (Matchweek 23)","Manchester City","4-3-3",2,2.6,"Sergio Agüero · 82&rsquor; Sergio Agüero · 87&rsquor;","1","0","Crystal Palace","4-5-1",2,0.4,"Cenk Tosun · 39&rsquor; Fernandinho (OG) · 90&rsquor;","2","0","https://fbref.com/en/matches/4572cd0e/Manchester-City-Crystal-Palace-January-18-2020-Premier-League","Manchester City","Home",990,13,6,4,4,5,6,20,30,14,3,1,2,9,22,3,0
"446","Premier League","2020-01-18","Premier League (Matchweek 23)","Manchester City","4-3-3",2,2.6,"Sergio Agüero · 82&rsquor; Sergio Agüero · 87&rsquor;","1","0","Crystal Palace","4-5-1",2,0.4,"Cenk Tosun · 39&rsquor; Fernandinho (OG) · 90&rsquor;","2","0","https://fbref.com/en/matches/4572cd0e/Manchester-City-Crystal-Palace-January-18-2020-Premier-League","Crystal Palace","Away",990,18,13,14,3,1,6,21,28.6,15,13,9,4,8,26,47,0
"447","Premier League","2020-01-18","Premier League (Matchweek 23)","Southampton","4-4-2",2,0.7,"Jan Bednarek · 15&rsquor; Shane Long · 35&rsquor;","2","0","Wolverhampton Wanderers","3-4-3",3,2.4,"Pedro Neto · 53&rsquor; Raúl Jiménez (P) · 65&rsquor; Raúl Jiménez · 76&rsquor;","1","0","https://fbref.com/en/matches/9d6674f8/Southampton-Wolverhampton-Wanderers-January-18-2020-Premier-League","Southampton","Home",990,14,8,4,9,1,8,26,30.8,18,11,1,10,10,24,17,1
"448","Premier League","2020-01-18","Premier League (Matchweek 23)","Southampton","4-4-2",2,0.7,"Jan Bednarek · 15&rsquor; Shane Long · 35&rsquor;","2","0","Wolverhampton Wanderers","3-4-3",3,2.4,"Pedro Neto · 53&rsquor; Raúl Jiménez (P) · 65&rsquor; Raúl Jiménez · 76&rsquor;","1","0","https://fbref.com/en/matches/9d6674f8/Southampton-Wolverhampton-Wanderers-January-18-2020-Premier-League","Wolverhampton Wanderers","Away",990,13,10,8,5,0,11,20,55,9,5,1,4,11,24,19,0
"449","Premier League","2020-01-18","Premier League (Matchweek 23)","Brighton & Hove Albion","4-4-2",1,1.1,"Leandro Trossard · 38&rsquor;","3","0","Aston Villa","3-4-3",1,0.6,"Jack Grealish · 75&rsquor;","3","0","https://fbref.com/en/matches/bd044bad/Brighton-and-Hove-Albion-Aston-Villa-January-18-2020-Premier-League","Brighton & Hove Albion","Home",990,20,10,9,5,6,7,19,36.8,12,12,0,12,16,36,14,0
"450","Premier League","2020-01-18","Premier League (Matchweek 23)","Brighton & Hove Albion","4-4-2",1,1.1,"Leandro Trossard · 38&rsquor;","3","0","Aston Villa","3-4-3",1,0.6,"Jack Grealish · 75&rsquor;","3","0","https://fbref.com/en/matches/bd044bad/Brighton-and-Hove-Albion-Aston-Villa-January-18-2020-Premier-League","Aston Villa","Away",990,20,12,11,9,0,3,14,21.4,11,16,5,11,14,34,19,0
"451","Premier League","2020-01-18","Premier League (Matchweek 23)","West Ham United","4-4-1-1",1,1.3,"Issa Diop · 40&rsquor;","1","0","Everton","4-4-2",1,1.7,"Dominic Calvert-Lewin · 44&rsquor;","0","0","https://fbref.com/en/matches/d4898eac/West-Ham-United-Everton-January-18-2020-Premier-League","West Ham United","Home",990,16,13,6,7,3,4,10,40,6,9,3,6,9,25,20,0
"452","Premier League","2020-01-18","Premier League (Matchweek 23)","West Ham United","4-4-1-1",1,1.3,"Issa Diop · 40&rsquor;","1","0","Everton","4-4-2",1,1.7,"Dominic Calvert-Lewin · 44&rsquor;","0","0","https://fbref.com/en/matches/d4898eac/West-Ham-United-Everton-January-18-2020-Premier-League","Everton","Away",990,20,10,11,7,2,7,11,63.6,4,5,3,2,15,35,19,1
"453","Premier League","2020-01-18","Premier League (Matchweek 23)","Newcastle United","5-4-1",1,0.6,"Isaac Hayden · 90+4&rsquor;","1","0","Chelsea","4-3-3",0,2.4,"","1","0","https://fbref.com/en/matches/e5a20f1e/Newcastle-United-Chelsea-January-18-2020-Premier-League","Newcastle United","Home",990,13,7,9,3,1,4,11,36.4,7,16,9,7,11,24,42,0
"454","Premier League","2020-01-18","Premier League (Matchweek 23)","Newcastle United","5-4-1",1,0.6,"Isaac Hayden · 90+4&rsquor;","1","0","Chelsea","4-3-3",0,2.4,"","1","0","https://fbref.com/en/matches/e5a20f1e/Newcastle-United-Chelsea-January-18-2020-Premier-League","Chelsea","Away",990,15,10,5,7,3,9,18,50,9,8,0,8,18,33,8,0
"455","Premier League","2020-01-19","Premier League (Matchweek 23)","Burnley","4-4-2",2,1.4,"Chris Wood · 56&rsquor; Ashley Westwood · 79&rsquor;","1","0","Leicester City","4-1-4-1",1,2.5,"Harvey Barnes · 33&rsquor;","0","0","https://fbref.com/en/matches/bd102a2b/Burnley-Leicester-City-January-19-2020-Premier-League","Burnley","Home",990,16,11,5,8,3,10,20,50,10,12,4,8,12,28,21,0
"456","Premier League","2020-01-19","Premier League (Matchweek 23)","Burnley","4-4-2",2,1.4,"Chris Wood · 56&rsquor; Ashley Westwood · 79&rsquor;","1","0","Leicester City","4-1-4-1",1,2.5,"Harvey Barnes · 33&rsquor;","0","0","https://fbref.com/en/matches/bd102a2b/Burnley-Leicester-City-January-19-2020-Premier-League","Leicester City","Away",990,23,18,13,8,2,13,26,50,13,9,1,8,11,34,29,0
"457","Premier League","2020-01-19","Premier League (Matchweek 23)","Liverpool","4-3-3",2,1.9,"Virgil van Dijk · 14&rsquor; Mohamed Salah · 90+3&rsquor;","1","0","Manchester United","3-4-1-2",0,1.3,"","3","0","https://fbref.com/en/matches/d2a888b6/North-West-Derby-Liverpool-Manchester-United-January-19-2020-Premier-League","Liverpool","Home",990,22,11,10,9,3,5,14,35.7,9,7,0,7,10,32,14,1
"458","Premier League","2020-01-19","Premier League (Matchweek 23)","Liverpool","4-3-3",2,1.9,"Virgil van Dijk · 14&rsquor; Mohamed Salah · 90+3&rsquor;","1","0","Manchester United","3-4-1-2",0,1.3,"","3","0","https://fbref.com/en/matches/d2a888b6/North-West-Derby-Liverpool-Manchester-United-January-19-2020-Premier-League","Manchester United","Away",990,16,8,11,3,2,9,25,36,16,11,5,6,13,29,34,0
"459","Premier League","2020-01-21","Premier League (Matchweek 24)","Crystal Palace","4-5-1",0,0.6,"","1","0","Southampton","4-4-2",2,1.1,"Nathan Redmond · 22&rsquor; Stuart Armstrong · 48&rsquor;","2","0","https://fbref.com/en/matches/003ce1e3/Crystal-Palace-Southampton-January-21-2020-Premier-League","Crystal Palace","Home",990,20,14,10,9,1,10,24,41.7,14,12,3,9,21,41,18,0
"460","Premier League","2020-01-21","Premier League (Matchweek 24)","Crystal Palace","4-5-1",0,0.6,"","1","0","Southampton","4-4-2",2,1.1,"Nathan Redmond · 22&rsquor; Stuart Armstrong · 48&rsquor;","2","0","https://fbref.com/en/matches/003ce1e3/Crystal-Palace-Southampton-January-21-2020-Premier-League","Southampton","Away",990,22,14,8,12,2,11,27,40.7,16,9,1,8,11,33,16,1
"461","Premier League","2020-01-21","Premier League (Matchweek 24)","Everton","4-4-2",2,1.8,"Moise Kean · 30&rsquor; Dominic Calvert-Lewin · 54&rsquor;","1","0","Newcastle United","5-4-1",2,1.3,"Florian Lejeune · 90+4&rsquor; Florian Lejeune · 90+5&rsquor;","1","0","https://fbref.com/en/matches/33b8c50a/Everton-Newcastle-United-January-21-2020-Premier-League","Everton","Home",990,15,9,9,5,1,4,12,33.3,8,15,2,13,11,26,21,0
"462","Premier League","2020-01-21","Premier League (Matchweek 24)","Everton","4-4-2",2,1.8,"Moise Kean · 30&rsquor; Dominic Calvert-Lewin · 54&rsquor;","1","0","Newcastle United","5-4-1",2,1.3,"Florian Lejeune · 90+4&rsquor; Florian Lejeune · 90+5&rsquor;","1","0","https://fbref.com/en/matches/33b8c50a/Everton-Newcastle-United-January-21-2020-Premier-League","Newcastle United","Away",990,9,5,4,5,0,6,15,40,9,12,2,10,11,20,28,0
"463","Premier League","2020-01-21","Premier League (Matchweek 24)","Aston Villa","3-4-3",2,1.3,"Douglas Luiz · 68&rsquor; Tyrone Mings · 90+5&rsquor;","2","0","Watford","4-2-3-1",1,1.8,"Troy Deeney · 38&rsquor;","2","0","https://fbref.com/en/matches/3deb145e/Aston-Villa-Watford-January-21-2020-Premier-League","Aston Villa","Home",990,9,2,5,2,2,4,14,28.6,10,9,3,6,12,21,16,1
"464","Premier League","2020-01-21","Premier League (Matchweek 24)","Aston Villa","3-4-3",2,1.3,"Douglas Luiz · 68&rsquor; Tyrone Mings · 90+5&rsquor;","2","0","Watford","4-2-3-1",1,1.8,"Troy Deeney · 38&rsquor;","2","0","https://fbref.com/en/matches/3deb145e/Aston-Villa-Watford-January-21-2020-Premier-League","Watford","Away",990,21,11,13,8,0,10,21,47.6,11,14,2,12,22,43,38,0
"465","Premier League","2020-01-21","Premier League (Matchweek 24)","Sheffield United","3-5-2",0,0.8,"","4","0","Manchester City","3-4-3",1,2.8,"Sergio Agüero · 73&rsquor;","3","0","https://fbref.com/en/matches/ae7cb0c2/Sheffield-United-Manchester-City-January-21-2020-Premier-League","Sheffield United","Home",990,13,9,12,1,0,5,15,33.3,10,10,4,6,10,23,26,0
"466","Premier League","2020-01-21","Premier League (Matchweek 24)","Sheffield United","3-5-2",0,0.8,"","4","0","Manchester City","3-4-3",1,2.8,"Sergio Agüero · 73&rsquor;","3","0","https://fbref.com/en/matches/ae7cb0c2/Sheffield-United-Manchester-City-January-21-2020-Premier-League","Manchester City","Away",990,8,5,6,2,0,2,11,18.2,9,7,1,6,11,19,25,0
"467","Premier League","2020-01-21","Premier League (Matchweek 24)","Bournemouth","4-4-1-1",3,1.4,"Harry Wilson · 36&rsquor; Pascal Groß (OG) · 41&rsquor; Callum Wilson · 74&rsquor;","1","0","Brighton & Hove Albion","4-4-2",1,1.8,"Aaron Mooy · 81&rsquor;","1","0","https://fbref.com/en/matches/ba03a070/Bournemouth-Brighton-and-Hove-Albion-January-21-2020-Premier-League","Bournemouth","Home",990,10,5,2,5,3,4,18,22.2,14,20,7,13,21,31,23,0
"468","Premier League","2020-01-21","Premier League (Matchweek 24)","Bournemouth","4-4-1-1",3,1.4,"Harry Wilson · 36&rsquor; Pascal Groß (OG) · 41&rsquor; Callum Wilson · 74&rsquor;","1","0","Brighton & Hove Albion","4-4-2",1,1.8,"Aaron Mooy · 81&rsquor;","1","0","https://fbref.com/en/matches/ba03a070/Bournemouth-Brighton-and-Hove-Albion-January-21-2020-Premier-League","Brighton & Hove Albion","Away",990,16,9,10,5,1,6,10,60,4,14,4,10,6,22,15,1
"469","Premier League","2020-01-21","Premier League (Matchweek 24)","Chelsea","4-3-3",2,2.9,"Jorginho (P) · 28&rsquor; César Azpilicueta · 84&rsquor;","2","0","Arsenal","4-2-3-1",2,0.4,"David Luiz · 26&rsquor; Gabriel Martinelli · 63&rsquor; Héctor Bellerín · 87&rsquor;","1","1","https://fbref.com/en/matches/38d058ad/North-West-London-Derby-Chelsea-Arsenal-January-21-2020-Premier-League","Chelsea","Home",990,18,10,10,8,0,8,17,47.1,9,5,0,5,10,28,23,1
"470","Premier League","2020-01-21","Premier League (Matchweek 24)","Chelsea","4-3-3",2,2.9,"Jorginho (P) · 28&rsquor; César Azpilicueta · 84&rsquor;","2","0","Arsenal","4-2-3-1",2,0.4,"David Luiz · 26&rsquor; Gabriel Martinelli · 63&rsquor; Héctor Bellerín · 87&rsquor;","1","1","https://fbref.com/en/matches/38d058ad/North-West-London-Derby-Chelsea-Arsenal-January-21-2020-Premier-League","Arsenal","Away",925,21,12,15,4,2,14,25,56,11,10,6,4,5,26,33,0
"471","Premier League","2020-01-22","Premier League (Matchweek 24)","Leicester City","4-1-4-1",4,2.8,"Harvey Barnes · 24&rsquor; Ricardo Pereira · 45+5&rsquor; Ayoze Pérez (P) · 81&rsquor; Ayoze Pérez · 88&rsquor;","1","0","West Ham United","5-3-2",1,1.6,"Mark Noble (P) · 50&rsquor;","1","0","https://fbref.com/en/matches/354b03ac/Leicester-City-West-Ham-United-January-22-2020-Premier-League","Leicester City","Home",990,17,9,9,5,3,7,14,50,7,7,1,6,9,26,12,0
"472","Premier League","2020-01-22","Premier League (Matchweek 24)","Leicester City","4-1-4-1",4,2.8,"Harvey Barnes · 24&rsquor; Ricardo Pereira · 45+5&rsquor; Ayoze Pérez (P) · 81&rsquor; Ayoze Pérez · 88&rsquor;","1","0","West Ham United","5-3-2",1,1.6,"Mark Noble (P) · 50&rsquor;","1","0","https://fbref.com/en/matches/354b03ac/Leicester-City-West-Ham-United-January-22-2020-Premier-League","West Ham United","Away",990,9,3,6,2,1,5,15,33.3,10,14,7,7,10,19,24,0
"473","Premier League","2020-01-22","Premier League (Matchweek 24)","Tottenham Hotspur","4-2-3-1",2,2.1,"Dele Alli · 38&rsquor; Son Heung-min · 79&rsquor;","0","0","Norwich City","4-2-3-1",1,1.5,"Teemu Pukki (P) · 70&rsquor;","1","0","https://fbref.com/en/matches/b36a7b4d/Tottenham-Hotspur-Norwich-City-January-22-2020-Premier-League","Tottenham Hotspur","Home",990,11,6,3,6,2,3,16,18.8,13,14,4,10,12,23,15,0
"474","Premier League","2020-01-22","Premier League (Matchweek 24)","Tottenham Hotspur","4-2-3-1",2,2.1,"Dele Alli · 38&rsquor; Son Heung-min · 79&rsquor;","0","0","Norwich City","4-2-3-1",1,1.5,"Teemu Pukki (P) · 70&rsquor;","1","0","https://fbref.com/en/matches/b36a7b4d/Tottenham-Hotspur-Norwich-City-January-22-2020-Premier-League","Norwich City","Away",990,24,15,17,7,0,10,22,45.5,12,20,6,14,12,36,19,0
"475","Premier League","2020-01-22","Premier League (Matchweek 24)","Manchester United","4-2-3-1",0,1.4,"","0","0","Burnley","4-4-2",2,0.6,"Chris Wood · 39&rsquor; Jay Rodriguez · 56&rsquor;","2","0","https://fbref.com/en/matches/709e2aa4/Manchester-United-Burnley-January-22-2020-Premier-League","Manchester United","Home",990,10,8,6,4,0,3,4,75,1,3,1,2,7,17,14,0
"476","Premier League","2020-01-22","Premier League (Matchweek 24)","Manchester United","4-2-3-1",0,1.4,"","0","0","Burnley","4-4-2",2,0.6,"Chris Wood · 39&rsquor; Jay Rodriguez · 56&rsquor;","2","0","https://fbref.com/en/matches/709e2aa4/Manchester-United-Burnley-January-22-2020-Premier-League","Burnley","Away",990,13,8,6,4,3,5,15,33.3,10,18,7,11,15,28,31,0
"477","Premier League","2020-01-23","Premier League (Matchweek 24)","Wolverhampton Wanderers","3-4-1-2",1,1.8,"Raúl Jiménez · 51&rsquor;","0","0","Liverpool","4-3-3",2,1.1,"Jordan Henderson · 8&rsquor; Roberto Firmino · 84&rsquor;","1","0","https://fbref.com/en/matches/efd768f0/Wolverhampton-Wanderers-Liverpool-January-23-2020-Premier-League","Wolverhampton Wanderers","Home",990,11,6,5,5,1,5,18,27.8,13,11,6,5,11,22,7,3
